date,county,state,fips,cases,deaths
2020-01-26,Maricopa,Arizona,04013,1,0
2020-01-27,Maricopa,Arizona,04013,1,0
2020-01-28,Maricopa,Arizona,04013,1,0
2020-01-29,Maricopa,Arizona,04013,1,0
2020-01-30,Maricopa,Arizona,04013,1,0
2020-01-31,Maricopa,Arizona,04013,1,0
2020-02-01,Maricopa,Arizona,04013,1,0
2020-02-02,Maricopa,Arizona,04013,1,0
2020-02-03,Maricopa,Arizona,04013,1,0
2020-02-04,Maricopa,Arizona,04013,1,0
2020-02-05,Maricopa,Arizona,04013,1,0
2020-02-06,Maricopa,Arizona,04013,1,0
2020-02-07,Maricopa,Arizona,04013,1,0
2020-02-08,Maricopa,Arizona,04013,1,0
2020-02-09,Maricopa,Arizona,04013,1,0
2020-02-10,Maricopa,Arizona,04013,1,0
2020-02-11,Maricopa,Arizona,04013,1,0
2020-02-12,Maricopa,Arizona,04013,1,0
2020-02-13,Maricopa,Arizona,04013,1,0
2020-02-14,Maricopa,Arizona,04013,1,0
2020-02-15,Maricopa,Arizona,04013,1,0
2020-02-16,Maricopa,Arizona,04013,1,0
2020-02-17,Maricopa,Arizona,04013,1,0
2020-02-18,Maricopa,Arizona,04013,1,0
2020-02-19,Maricopa,Arizona,04013,1,0
2020-02-20,Maricopa,Arizona,04013,1,0
2020-02-21,Maricopa,Arizona,04013,1,0
2020-02-22,Maricopa,Arizona,04013,1,0
2020-02-23,Maricopa,Arizona,04013,1,0
2020-02-24,Maricopa,Arizona,04013,1,0
2020-02-25,Maricopa,Arizona,04013,1,0
2020-02-26,Maricopa,Arizona,04013,1,0
2020-02-27,Maricopa,Arizona,04013,1,0
2020-02-28,Maricopa,Arizona,04013,1,0
2020-02-29,Maricopa,Arizona,04013,1,0
2020-03-01,Maricopa,Arizona,04013,1,0
2020-03-02,Maricopa,Arizona,04013,1,0
2020-03-03,Maricopa,Arizona,04013,2,0
2020-03-04,Maricopa,Arizona,04013,2,0
2020-03-05,Maricopa,Arizona,04013,2,0
2020-03-06,Maricopa,Arizona,04013,2,0
2020-03-06,Pinal,Arizona,04021,1,0
2020-03-07,Maricopa,Arizona,04013,2,0
2020-03-07,Pinal,Arizona,04021,3,0
2020-03-08,Maricopa,Arizona,04013,2,0
2020-03-08,Pinal,Arizona,04021,3,0
2020-03-09,Maricopa,Arizona,04013,2,0
2020-03-09,Pima,Arizona,04019,1,0
2020-03-09,Pinal,Arizona,04021,3,0
2020-03-10,Maricopa,Arizona,04013,2,0
2020-03-10,Pima,Arizona,04019,1,0
2020-03-10,Pinal,Arizona,04021,3,0
2020-03-11,Maricopa,Arizona,04013,3,0
2020-03-11,Pima,Arizona,04019,1,0
2020-03-11,Pinal,Arizona,04021,5,0
2020-03-12,Maricopa,Arizona,04013,3,0
2020-03-12,Pima,Arizona,04019,1,0
2020-03-12,Pinal,Arizona,04021,5,0
2020-03-13,Maricopa,Arizona,04013,3,0
2020-03-13,Pima,Arizona,04019,1,0
2020-03-13,Pinal,Arizona,04021,5,0
2020-03-14,Graham,Arizona,04009,1,0
2020-03-14,Maricopa,Arizona,04013,4,0
2020-03-14,Pima,Arizona,04019,2,0
2020-03-14,Pinal,Arizona,04021,5,0
2020-03-15,Graham,Arizona,04009,1,0
2020-03-15,Maricopa,Arizona,04013,4,0
2020-03-15,Pima,Arizona,04019,3,0
2020-03-15,Pinal,Arizona,04021,5,0
2020-03-16,Graham,Arizona,04009,1,0
2020-03-16,Maricopa,Arizona,04013,8,0
2020-03-16,Pima,Arizona,04019,4,0
2020-03-16,Pinal,Arizona,04021,5,0
2020-03-17,Graham,Arizona,04009,1,0
2020-03-17,Maricopa,Arizona,04013,9,0
2020-03-17,Navajo,Arizona,04017,1,0
2020-03-17,Pima,Arizona,04019,4,0
2020-03-17,Pinal,Arizona,04021,5,0
2020-03-18,Coconino,Arizona,04005,1,0
2020-03-18,Graham,Arizona,04009,1,0
2020-03-18,Maricopa,Arizona,04013,11,0
2020-03-18,Navajo,Arizona,04017,2,0
2020-03-18,Pima,Arizona,04019,5,0
2020-03-18,Pinal,Arizona,04021,8,0
2020-03-19,Coconino,Arizona,04005,2,0
2020-03-19,Graham,Arizona,04009,1,0
2020-03-19,Maricopa,Arizona,04013,22,0
2020-03-19,Navajo,Arizona,04017,3,0
2020-03-19,Pima,Arizona,04019,7,0
2020-03-19,Pinal,Arizona,04021,10,0
2020-03-19,Santa Cruz,Arizona,04023,1,0
2020-03-19,Yavapai,Arizona,04025,1,0
2020-03-20,Coconino,Arizona,04005,11,0
2020-03-20,Graham,Arizona,04009,1,0
2020-03-20,Maricopa,Arizona,04013,34,1
2020-03-20,Navajo,Arizona,04017,3,0
2020-03-20,Pima,Arizona,04019,8,0
2020-03-20,Pinal,Arizona,04021,10,0
2020-03-20,Santa Cruz,Arizona,04023,1,0
2020-03-20,Yavapai,Arizona,04025,1,0
2020-03-20,Yuma,Arizona,04027,1,0
2020-03-21,Apache,Arizona,04001,3,0
2020-03-21,Cochise,Arizona,04003,1,0
2020-03-21,Coconino,Arizona,04005,11,0
2020-03-21,Graham,Arizona,04009,1,0
2020-03-21,Maricopa,Arizona,04013,49,1
2020-03-21,Navajo,Arizona,04017,10,0
2020-03-21,Pima,Arizona,04019,12,0
2020-03-21,Pinal,Arizona,04021,14,0
2020-03-21,Santa Cruz,Arizona,04023,1,0
2020-03-21,Yavapai,Arizona,04025,1,0
2020-03-21,Yuma,Arizona,04027,1,0
2020-03-22,Apache,Arizona,04001,3,0
2020-03-22,Cochise,Arizona,04003,1,0
2020-03-22,Coconino,Arizona,04005,15,0
2020-03-22,Graham,Arizona,04009,2,0
2020-03-22,Maricopa,Arizona,04013,81,2
2020-03-22,Navajo,Arizona,04017,13,0
2020-03-22,Pima,Arizona,04019,17,0
2020-03-22,Pinal,Arizona,04021,16,0
2020-03-22,Santa Cruz,Arizona,04023,1,0
2020-03-22,Yavapai,Arizona,04025,3,0
2020-03-22,Yuma,Arizona,04027,1,0
2020-03-23,Apache,Arizona,04001,4,0
2020-03-23,Cochise,Arizona,04003,1,0
2020-03-23,Coconino,Arizona,04005,17,0
2020-03-23,Graham,Arizona,04009,2,0
2020-03-23,Maricopa,Arizona,04013,139,2
2020-03-23,Navajo,Arizona,04017,25,0
2020-03-23,Pima,Arizona,04019,24,0
2020-03-23,Pinal,Arizona,04021,17,0
2020-03-23,Santa Cruz,Arizona,04023,1,0
2020-03-23,Yavapai,Arizona,04025,3,0
2020-03-23,Yuma,Arizona,04027,1,0
2020-03-24,Apache,Arizona,04001,4,0
2020-03-24,Cochise,Arizona,04003,1,0
2020-03-24,Coconino,Arizona,04005,18,1
2020-03-24,Graham,Arizona,04009,2,0
2020-03-24,Maricopa,Arizona,04013,199,2
2020-03-24,Navajo,Arizona,04017,32,0
2020-03-24,Pima,Arizona,04019,42,0
2020-03-24,Pinal,Arizona,04021,22,0
2020-03-24,Santa Cruz,Arizona,04023,1,0
2020-03-24,Yavapai,Arizona,04025,3,0
2020-03-24,Yuma,Arizona,04027,2,0
2020-03-25,Apache,Arizona,04001,7,0
2020-03-25,Cochise,Arizona,04003,1,0
2020-03-25,Coconino,Arizona,04005,23,1
2020-03-25,Graham,Arizona,04009,2,0
2020-03-25,Maricopa,Arizona,04013,251,2
2020-03-25,Navajo,Arizona,04017,37,0
2020-03-25,Pima,Arizona,04019,49,0
2020-03-25,Pinal,Arizona,04021,23,0
2020-03-25,Santa Cruz,Arizona,04023,2,0
2020-03-25,Yavapai,Arizona,04025,4,0
2020-03-25,Yuma,Arizona,04027,3,0
2020-03-26,Apache,Arizona,04001,9,0
2020-03-26,Cochise,Arizona,04003,2,0
2020-03-26,Coconino,Arizona,04005,28,2
2020-03-26,Graham,Arizona,04009,2,0
2020-03-26,La Paz,Arizona,04012,2,0
2020-03-26,Maricopa,Arizona,04013,299,4
2020-03-26,Mohave,Arizona,04015,2,0
2020-03-26,Navajo,Arizona,04017,43,0
2020-03-26,Pima,Arizona,04019,75,0
2020-03-26,Pinal,Arizona,04021,35,0
2020-03-26,Santa Cruz,Arizona,04023,2,0
2020-03-26,Yavapai,Arizona,04025,5,0
2020-03-26,Yuma,Arizona,04027,4,0
2020-03-27,Apache,Arizona,04001,11,0
2020-03-27,Cochise,Arizona,04003,2,0
2020-03-27,Coconino,Arizona,04005,41,2
2020-03-27,Graham,Arizona,04009,4,0
2020-03-27,La Paz,Arizona,04012,2,0
2020-03-27,Maricopa,Arizona,04013,399,5
2020-03-27,Mohave,Arizona,04015,4,0
2020-03-27,Navajo,Arizona,04017,49,0
2020-03-27,Pima,Arizona,04019,102,4
2020-03-27,Pinal,Arizona,04021,36,0
2020-03-27,Santa Cruz,Arizona,04023,2,0
2020-03-27,Yavapai,Arizona,04025,9,0
2020-03-27,Yuma,Arizona,04027,4,0
2020-03-28,Apache,Arizona,04001,13,0
2020-03-28,Cochise,Arizona,04003,3,0
2020-03-28,Coconino,Arizona,04005,56,2
2020-03-28,Gila,Arizona,04007,1,0
2020-03-28,Graham,Arizona,04009,2,0
2020-03-28,La Paz,Arizona,04012,2,0
2020-03-28,Maricopa,Arizona,04013,454,5
2020-03-28,Mohave,Arizona,04015,5,0
2020-03-28,Navajo,Arizona,04017,57,0
2020-03-28,Pima,Arizona,04019,120,5
2020-03-28,Pinal,Arizona,04021,41,0
2020-03-28,Santa Cruz,Arizona,04023,2,0
2020-03-28,Yavapai,Arizona,04025,13,0
2020-03-28,Yuma,Arizona,04027,4,0
2020-03-29,Apache,Arizona,04001,13,0
2020-03-29,Cochise,Arizona,04003,3,0
2020-03-29,Coconino,Arizona,04005,68,2
2020-03-29,Gila,Arizona,04007,1,0
2020-03-29,Graham,Arizona,04009,2,0
2020-03-29,La Paz,Arizona,04012,2,0
2020-03-29,Maricopa,Arizona,04013,546,5
2020-03-29,Mohave,Arizona,04015,6,0
2020-03-29,Navajo,Arizona,04017,62,0
2020-03-29,Pima,Arizona,04019,153,6
2020-03-29,Pinal,Arizona,04021,51,0
2020-03-29,Santa Cruz,Arizona,04023,2,0
2020-03-29,Yavapai,Arizona,04025,12,0
2020-03-29,Yuma,Arizona,04027,9,0
2020-03-30,Apache,Arizona,04001,17,0
2020-03-30,Cochise,Arizona,04003,4,0
2020-03-30,Coconino,Arizona,04005,73,3
2020-03-30,Gila,Arizona,04007,1,0
2020-03-30,Graham,Arizona,04009,2,0
2020-03-30,Greenlee,Arizona,04011,1,0
2020-03-30,La Paz,Arizona,04012,2,0
2020-03-30,Maricopa,Arizona,04013,690,5
2020-03-30,Mohave,Arizona,04015,7,0
2020-03-30,Navajo,Arizona,04017,88,0
2020-03-30,Pima,Arizona,04019,187,6
2020-03-30,Pinal,Arizona,04021,64,0
2020-03-30,Santa Cruz,Arizona,04023,2,0
2020-03-30,Yavapai,Arizona,04025,19,0
2020-03-30,Yuma,Arizona,04027,12,0
2020-03-31,Apache,Arizona,04001,16,0
2020-03-31,Cochise,Arizona,04003,4,0
