date,county,state,fips,cases,deaths
2020-03-09,Jefferson,Louisiana,22051,1,0
2020-03-10,Jefferson,Louisiana,22051,1,0
2020-03-10,Orleans,Louisiana,22071,5,0
2020-03-11,Caddo,Louisiana,22017,1,0
2020-03-11,Jefferson,Louisiana,22051,1,0
2020-03-11,Orleans,Louisiana,22071,11,0
2020-03-12,Caddo,Louisiana,22017,1,0
2020-03-12,Jefferson,Louisiana,22051,1,0
2020-03-12,Orleans,Louisiana,22071,12,0
2020-03-13,Caddo,Louisiana,22017,1,0
2020-03-13,Jefferson,Louisiana,22051,3,0
2020-03-13,Orleans,Louisiana,22071,28,0
2020-03-13,St. Charles,Louisiana,22089,1,0
2020-03-13,St. Tammany,Louisiana,22103,2,0
2020-03-13,Terrebonne,Louisiana,22109,1,0
2020-03-14,Bossier,Louisiana,22015,1,0
2020-03-14,Caddo,Louisiana,22017,2,0
2020-03-14,Jefferson,Louisiana,22051,11,0
2020-03-14,Lafourche,Louisiana,22057,1,0
2020-03-14,Orleans,Louisiana,22071,53,1
2020-03-14,St. Charles,Louisiana,22089,2,0
2020-03-14,St. John the Baptist,Louisiana,22095,1,0
2020-03-14,St. Tammany,Louisiana,22103,4,0
2020-03-14,Terrebonne,Louisiana,22109,2,0
2020-03-15,Bossier,Louisiana,22015,1,0
2020-03-15,Caddo,Louisiana,22017,2,0
2020-03-15,Jefferson,Louisiana,22051,14,0
2020-03-15,Lafourche,Louisiana,22057,1,0
2020-03-15,Orleans,Louisiana,22071,75,2
2020-03-15,St. Bernard,Louisiana,22087,1,0
2020-03-15,St. Charles,Louisiana,22089,2,0
2020-03-15,St. John the Baptist,Louisiana,22095,1,0
2020-03-15,St. Tammany,Louisiana,22103,4,0
2020-03-15,Terrebonne,Louisiana,22109,2,0
2020-03-16,Ascension,Louisiana,22005,1,0
2020-03-16,Bossier,Louisiana,22015,1,0
2020-03-16,Caddo,Louisiana,22017,3,0
2020-03-16,Jefferson,Louisiana,22051,21,0
2020-03-16,Lafourche,Louisiana,22057,2,0
2020-03-16,Orleans,Louisiana,22071,95,3
2020-03-16,St. Bernard,Louisiana,22087,2,0
2020-03-16,St. Charles,Louisiana,22089,3,0
2020-03-16,St. John the Baptist,Louisiana,22095,1,0
2020-03-16,St. Tammany,Louisiana,22103,6,0
2020-03-16,Terrebonne,Louisiana,22109,2,0
2020-03-17,Ascension,Louisiana,22005,1,0
2020-03-17,Bossier,Louisiana,22015,1,0
2020-03-17,Caddo,Louisiana,22017,4,0
2020-03-17,East Baton Rouge,Louisiana,22033,1,0
2020-03-17,Jefferson,Louisiana,22051,35,0
2020-03-17,Lafourche,Louisiana,22057,2,0
2020-03-17,Orleans,Louisiana,22071,136,5
2020-03-17,St. Bernard,Louisiana,22087,2,0
2020-03-17,St. Charles,Louisiana,22089,3,0
2020-03-17,St. John the Baptist,Louisiana,22095,1,0
2020-03-17,St. Tammany,Louisiana,22103,6,0
2020-03-17,Terrebonne,Louisiana,22109,3,0
2020-03-17,Washington,Louisiana,22117,1,0
2020-03-18,Ascension,Louisiana,22005,1,0
2020-03-18,Bossier,Louisiana,22015,2,0
2020-03-18,Caddo,Louisiana,22017,6,0
2020-03-18,East Baton Rouge,Louisiana,22033,3,0
2020-03-18,Jefferson,Louisiana,22051,45,1
2020-03-18,Lafourche,Louisiana,22057,3,0
2020-03-18,Orleans,Louisiana,22071,196,6
2020-03-18,St. Bernard,Louisiana,22087,3,0
2020-03-18,St. Charles,Louisiana,22089,3,0
2020-03-18,St. John the Baptist,Louisiana,22095,2,0
2020-03-18,St. Tammany,Louisiana,22103,10,0
2020-03-18,Terrebonne,Louisiana,22109,3,0
2020-03-18,Unknown,Louisiana,,2,0
2020-03-18,Washington,Louisiana,22117,1,0
2020-03-19,Ascension,Louisiana,22005,2,0
2020-03-19,Assumption,Louisiana,22007,1,0
2020-03-19,Bossier,Louisiana,22015,4,0
2020-03-19,Caddo,Louisiana,22017,10,0
2020-03-19,Calcasieu,Louisiana,22019,1,0
2020-03-19,East Baton Rouge,Louisiana,22033,6,0
2020-03-19,Iberia,Louisiana,22045,1,0
2020-03-19,Iberville,Louisiana,22047,1,0
2020-03-19,Jefferson,Louisiana,22051,69,1
2020-03-19,Lafayette,Louisiana,22055,3,0
2020-03-19,Lafourche,Louisiana,22057,4,0
2020-03-19,Livingston,Louisiana,22063,1,0
2020-03-19,Orleans,Louisiana,22071,252,8
2020-03-19,Plaquemines,Louisiana,22075,1,0
2020-03-19,St. Bernard,Louisiana,22087,4,0
2020-03-19,St. Charles,Louisiana,22089,4,0
2020-03-19,St. James,Louisiana,22093,1,1
2020-03-19,St. John the Baptist,Louisiana,22095,3,0
2020-03-19,St. Landry,Louisiana,22097,2,0
2020-03-19,St. Tammany,Louisiana,22103,10,0
2020-03-19,Terrebonne,Louisiana,22109,4,0
2020-03-19,Unknown,Louisiana,,3,0
2020-03-19,Washington,Louisiana,22117,2,0
2020-03-19,Webster,Louisiana,22119,1,0
2020-03-19,West Baton Rouge,Louisiana,22121,2,0
2020-03-20,Ascension,Louisiana,22005,3,0
2020-03-20,Assumption,Louisiana,22007,1,0
2020-03-20,Bossier,Louisiana,22015,5,0
2020-03-20,Caddo,Louisiana,22017,12,0
2020-03-20,Calcasieu,Louisiana,22019,3,0
2020-03-20,Catahoula,Louisiana,22025,1,0
2020-03-20,De Soto,Louisiana,22031,2,0
2020-03-20,East Baton Rouge,Louisiana,22033,7,0
2020-03-20,Iberia,Louisiana,22045,2,0
2020-03-20,Iberville,Louisiana,22047,1,0
2020-03-20,Jefferson,Louisiana,22051,104,1
2020-03-20,Lafayette,Louisiana,22055,6,0
2020-03-20,Lafourche,Louisiana,22057,5,0
2020-03-20,Livingston,Louisiana,22063,1,0
2020-03-20,Orleans,Louisiana,22071,329,8
2020-03-20,Plaquemines,Louisiana,22075,1,0
2020-03-20,Rapides,Louisiana,22079,2,0
2020-03-20,St. Bernard,Louisiana,22087,5,0
2020-03-20,St. Charles,Louisiana,22089,7,0
2020-03-20,St. James,Louisiana,22093,1,1
2020-03-20,St. John the Baptist,Louisiana,22095,6,0
2020-03-20,St. Landry,Louisiana,22097,2,0
2020-03-20,St. Tammany,Louisiana,22103,12,0
2020-03-20,Tangipahoa,Louisiana,22105,1,0
2020-03-20,Terrebonne,Louisiana,22109,7,0
2020-03-20,Unknown,Louisiana,,5,0
2020-03-20,Washington,Louisiana,22117,2,0
2020-03-20,Webster,Louisiana,22119,1,0
2020-03-20,West Baton Rouge,Louisiana,22121,3,0
2020-03-21,Ascension,Louisiana,22005,12,0
2020-03-21,Assumption,Louisiana,22007,1,0
2020-03-21,Avoyelles,Louisiana,22009,1,0
2020-03-21,Beauregard,Louisiana,22011,1,0
2020-03-21,Bienville,Louisiana,22013,1,0
2020-03-21,Bossier,Louisiana,22015,5,0
2020-03-21,Caddo,Louisiana,22017,15,0
2020-03-21,Calcasieu,Louisiana,22019,4,0
2020-03-21,Catahoula,Louisiana,22025,1,0
2020-03-21,Claiborne,Louisiana,22027,1,0
2020-03-21,De Soto,Louisiana,22031,2,0
2020-03-21,East Baton Rouge,Louisiana,22033,18,0
2020-03-21,Evangeline,Louisiana,22039,2,0
2020-03-21,Iberia,Louisiana,22045,3,0
2020-03-21,Iberville,Louisiana,22047,1,0
2020-03-21,Jefferson,Louisiana,22051,166,2
2020-03-21,Lafayette,Louisiana,22055,6,0
2020-03-21,Lafourche,Louisiana,22057,11,0
2020-03-21,Livingston,Louisiana,22063,2,0
2020-03-21,Orleans,Louisiana,22071,418,13
2020-03-21,Ouachita,Louisiana,22073,2,0
2020-03-21,Plaquemines,Louisiana,22075,4,0
2020-03-21,Rapides,Louisiana,22079,2,0
