date,county,state,fips,cases,newCases,deaths,newDeaths
2020-03-11,Bernalillo,New Mexico,35001,1,1,0,0
2020-03-11,Santa Fe,New Mexico,35049,1,1,0,0
2020-03-11,Socorro,New Mexico,35053,2,2,0,0
2020-03-12,Bernalillo,New Mexico,35001,2,1,0,0
2020-03-12,Santa Fe,New Mexico,35049,2,1,0,0
2020-03-12,Socorro,New Mexico,35053,2,0,0,0
2020-03-13,Bernalillo,New Mexico,35001,5,3,0,0
2020-03-13,Santa Fe,New Mexico,35049,3,1,0,0
2020-03-13,Socorro,New Mexico,35053,2,0,0,0
2020-03-14,Bernalillo,New Mexico,35001,6,1,0,0
2020-03-14,Sandoval,New Mexico,35043,2,2,0,0
2020-03-14,Santa Fe,New Mexico,35049,3,0,0,0
2020-03-14,Socorro,New Mexico,35053,2,0,0,0
2020-03-15,Bernalillo,New Mexico,35001,10,4,0,0
2020-03-15,Sandoval,New Mexico,35043,2,0,0,0
2020-03-15,Santa Fe,New Mexico,35049,3,0,0,0
2020-03-15,Socorro,New Mexico,35053,2,0,0,0
2020-03-16,Bernalillo,New Mexico,35001,14,4,0,0
2020-03-16,Sandoval,New Mexico,35043,2,0,0,0
2020-03-16,Santa Fe,New Mexico,35049,3,0,0,0
2020-03-16,Socorro,New Mexico,35053,2,0,0,0
2020-03-17,Bernalillo,New Mexico,35001,14,0,0,0
2020-03-17,Sandoval,New Mexico,35043,2,0,0,0
2020-03-17,Santa Fe,New Mexico,35049,4,1,0,0
2020-03-17,Socorro,New Mexico,35053,2,0,0,0
2020-03-17,Taos,New Mexico,35055,1,1,0,0
2020-03-18,Bernalillo,New Mexico,35001,17,3,0,0
2020-03-18,Sandoval,New Mexico,35043,2,0,0,0
2020-03-18,Santa Fe,New Mexico,35049,6,2,0,0
2020-03-18,Socorro,New Mexico,35053,2,0,0,0
2020-03-18,Taos,New Mexico,35055,1,0,0,0
2020-03-19,Bernalillo,New Mexico,35001,20,3,0,0
2020-03-19,San Miguel,New Mexico,35047,1,1,0,0
2020-03-19,Sandoval,New Mexico,35043,4,2,0,0
2020-03-19,Santa Fe,New Mexico,35049,7,1,0,0
2020-03-19,Socorro,New Mexico,35053,2,0,0,0
2020-03-19,Taos,New Mexico,35055,1,0,0,0
2020-03-20,Bernalillo,New Mexico,35001,23,3,0,0
2020-03-20,Doña Ana,New Mexico,35013,1,1,0,0
2020-03-20,McKinley,New Mexico,35031,1,1,0,0
2020-03-20,San Miguel,New Mexico,35047,1,0,0,0
2020-03-20,Sandoval,New Mexico,35043,6,2,0,0
2020-03-20,Santa Fe,New Mexico,35049,7,0,0,0
2020-03-20,Socorro,New Mexico,35053,2,0,0,0
2020-03-20,Taos,New Mexico,35055,2,1,0,0
2020-03-21,Bernalillo,New Mexico,35001,32,9,0,0
2020-03-21,Doña Ana,New Mexico,35013,2,1,0,0
2020-03-21,Lea,New Mexico,35025,1,1,0,0
2020-03-21,McKinley,New Mexico,35031,1,0,0,0
2020-03-21,San Miguel,New Mexico,35047,1,0,0,0
2020-03-21,Sandoval,New Mexico,35043,7,1,0,0
2020-03-21,Santa Fe,New Mexico,35049,8,1,0,0
2020-03-21,Socorro,New Mexico,35053,2,0,0,0
2020-03-21,Taos,New Mexico,35055,3,1,0,0
2020-03-22,Bernalillo,New Mexico,35001,34,2,0,0
2020-03-22,Doña Ana,New Mexico,35013,4,2,0,0
2020-03-22,Lea,New Mexico,35025,1,0,0,0
2020-03-22,McKinley,New Mexico,35031,2,1,0,0
2020-03-22,San Juan,New Mexico,35045,1,1,0,0
2020-03-22,San Miguel,New Mexico,35047,1,0,0,0
2020-03-22,Sandoval,New Mexico,35043,7,0,0,0
2020-03-22,Santa Fe,New Mexico,35049,10,2,0,0
2020-03-22,Socorro,New Mexico,35053,2,0,0,0
2020-03-22,Taos,New Mexico,35055,3,0,0,0
2020-03-23,Bernalillo,New Mexico,35001,38,4,0,0
2020-03-23,Chaves,New Mexico,35005,4,4,0,0
2020-03-23,Doña Ana,New Mexico,35013,10,6,0,0
2020-03-23,Lea,New Mexico,35025,1,0,0,0
2020-03-23,McKinley,New Mexico,35031,2,0,0,0
2020-03-23,San Juan,New Mexico,35045,3,2,0,0
2020-03-23,San Miguel,New Mexico,35047,1,0,0,0
2020-03-23,Sandoval,New Mexico,35043,7,0,0,0
2020-03-23,Santa Fe,New Mexico,35049,12,2,0,0
2020-03-23,Socorro,New Mexico,35053,2,0,0,0
2020-03-23,Taos,New Mexico,35055,3,0,0,0
2020-03-24,Bernalillo,New Mexico,35001,43,5,0,0
2020-03-24,Chaves,New Mexico,35005,4,0,0,0
2020-03-24,Cibola,New Mexico,35006,1,1,0,0
2020-03-24,Curry,New Mexico,35009,1,1,0,0
2020-03-24,Doña Ana,New Mexico,35013,13,3,0,0
2020-03-24,Lea,New Mexico,35025,1,0,0,0
2020-03-24,McKinley,New Mexico,35031,3,1,0,0
2020-03-24,San Juan,New Mexico,35045,7,4,0,0
2020-03-24,San Miguel,New Mexico,35047,1,0,0,0
2020-03-24,Sandoval,New Mexico,35043,7,0,0,0
2020-03-24,Santa Fe,New Mexico,35049,14,2,0,0
2020-03-24,Socorro,New Mexico,35053,2,0,0,0
2020-03-24,Taos,New Mexico,35055,3,0,0,0
2020-03-25,Bernalillo,New Mexico,35001,48,5,0,0
2020-03-25,Chaves,New Mexico,35005,4,0,0,0
2020-03-25,Cibola,New Mexico,35006,1,0,0,0
2020-03-25,Curry,New Mexico,35009,1,0,0,0
2020-03-25,Doña Ana,New Mexico,35013,13,0,0,0
2020-03-25,Eddy,New Mexico,35015,1,1,1,1
2020-03-25,Lea,New Mexico,35025,1,0,0,0
2020-03-25,McKinley,New Mexico,35031,3,0,0,0
2020-03-25,Rio Arriba,New Mexico,35039,2,2,0,0
2020-03-25,San Juan,New Mexico,35045,8,1,0,0
2020-03-25,San Miguel,New Mexico,35047,1,0,0,0
2020-03-25,Sandoval,New Mexico,35043,8,1,0,0
2020-03-25,Santa Fe,New Mexico,35049,17,3,0,0
2020-03-25,Socorro,New Mexico,35053,2,0,0,0
2020-03-25,Taos,New Mexico,35055,3,0,0,0
2020-03-26,Bernalillo,New Mexico,35001,55,7,0,0
2020-03-26,Chaves,New Mexico,35005,4,0,0,0
2020-03-26,Cibola,New Mexico,35006,1,0,0,0
2020-03-26,Curry,New Mexico,35009,1,0,0,0
2020-03-26,Doña Ana,New Mexico,35013,16,3,0,0
2020-03-26,Eddy,New Mexico,35015,1,0,1,0
2020-03-26,Lea,New Mexico,35025,1,0,0,0
2020-03-26,McKinley,New Mexico,35031,3,0,0,0
2020-03-26,Rio Arriba,New Mexico,35039,2,0,0,0
2020-03-26,San Juan,New Mexico,35045,14,6,0,0
2020-03-26,San Miguel,New Mexico,35047,1,0,0,0
2020-03-26,Sandoval,New Mexico,35043,10,2,0,0
2020-03-26,Santa Fe,New Mexico,35049,22,5,0,0
2020-03-26,Socorro,New Mexico,35053,2,0,0,0
2020-03-26,Taos,New Mexico,35055,3,0,0,0
2020-03-27,Bernalillo,New Mexico,35001,82,27,0,0
2020-03-27,Chaves,New Mexico,35005,4,0,0,0
2020-03-27,Cibola,New Mexico,35006,2,1,0,0
2020-03-27,Curry,New Mexico,35009,1,0,0,0
2020-03-27,Doña Ana,New Mexico,35013,16,0,0,0
2020-03-27,Eddy,New Mexico,35015,2,1,1,0
2020-03-27,Lea,New Mexico,35025,2,1,0,0
2020-03-27,McKinley,New Mexico,35031,5,2,0,0
2020-03-27,Rio Arriba,New Mexico,35039,3,1,0,0
2020-03-27,Roosevelt,New Mexico,35041,1,1,0,0
2020-03-27,San Juan,New Mexico,35045,17,3,0,0
2020-03-27,San Miguel,New Mexico,35047,1,0,0,0
2020-03-27,Sandoval,New Mexico,35043,15,5,0,0
2020-03-27,Santa Fe,New Mexico,35049,29,7,0,0
2020-03-27,Socorro,New Mexico,35053,2,0,0,0
2020-03-27,Taos,New Mexico,35055,8,5,0,0
2020-03-27,Valencia,New Mexico,35061,1,1,0,0
2020-03-28,Bernalillo,New Mexico,35001,93,11,1,1
2020-03-28,Chaves,New Mexico,35005,7,3,0,0
2020-03-28,Cibola,New Mexico,35006,2,0,0,0
2020-03-28,Curry,New Mexico,35009,1,0,0,0
2020-03-28,Doña Ana,New Mexico,35013,17,1,0,0
2020-03-28,Eddy,New Mexico,35015,3,1,1,0
2020-03-28,Lea,New Mexico,35025,2,0,0,0
2020-03-28,McKinley,New Mexico,35031,5,0,0,0
2020-03-28,Rio Arriba,New Mexico,35039,3,0,0,0
2020-03-28,Roosevelt,New Mexico,35041,1,0,0,0
2020-03-28,San Juan,New Mexico,35045,18,1,0,0
2020-03-28,San Miguel,New Mexico,35047,1,0,0,0
2020-03-28,Sandoval,New Mexico,35043,15,0,0,0
2020-03-28,Santa Fe,New Mexico,35049,30,1,0,0
2020-03-28,Socorro,New Mexico,35053,2,0,0,0
2020-03-28,Taos,New Mexico,35055,9,1,0,0
2020-03-28,Valencia,New Mexico,35061,1,0,0,0
2020-03-29,Bernalillo,New Mexico,35001,101,8,1,0
2020-03-29,Chaves,New Mexico,35005,8,1,0,0
2020-03-29,Cibola,New Mexico,35006,2,0,0,0
2020-03-29,Curry,New Mexico,35009,3,2,0,0
2020-03-29,Doña Ana,New Mexico,35013,17,0,0,0
2020-03-29,Eddy,New Mexico,35015,4,1,1,0
2020-03-29,Lea,New Mexico,35025,2,0,0,0
2020-03-29,McKinley,New Mexico,35031,9,4,0,0
2020-03-29,Rio Arriba,New Mexico,35039,2,-1,0,0
2020-03-29,Roosevelt,New Mexico,35041,1,0,0,0
2020-03-29,San Juan,New Mexico,35045,22,4,0,0
2020-03-29,San Miguel,New Mexico,35047,1,0,0,0
2020-03-29,Sandoval,New Mexico,35043,18,3,0,0
2020-03-29,Santa Fe,New Mexico,35049,34,4,0,0
2020-03-29,Socorro,New Mexico,35053,2,0,0,0
2020-03-29,Taos,New Mexico,35055,9,0,0,0
2020-03-29,Valencia,New Mexico,35061,2,1,0,0
2020-03-30,Bernalillo,New Mexico,35001,117,16,3,2
2020-03-30,Chaves,New Mexico,35005,10,2,0,0
2020-03-30,Cibola,New Mexico,35006,2,0,0,0
2020-03-30,Curry,New Mexico,35009,3,0,0,0
2020-03-30,Doña Ana,New Mexico,35013,18,1,0,0
2020-03-30,Eddy,New Mexico,35015,4,0,1,0
2020-03-30,Lea,New Mexico,35025,2,0,0,0
2020-03-30,McKinley,New Mexico,35031,12,3,0,0
2020-03-30,Rio Arriba,New Mexico,35039,3,1,0,0
2020-03-30,Roosevelt,New Mexico,35041,1,0,0,0
2020-03-30,San Juan,New Mexico,35045,27,5,0,0
2020-03-30,San Miguel,New Mexico,35047,1,0,0,0
2020-03-30,Sandoval,New Mexico,35043,23,5,0,0
2020-03-30,Santa Fe,New Mexico,35049,38,4,0,0
2020-03-30,Socorro,New Mexico,35053,3,1,0,0
2020-03-30,Taos,New Mexico,35055,10,1,0,0
2020-03-30,Torrance,New Mexico,35057,3,3,0,0
2020-03-30,Valencia,New Mexico,35061,5,3,0,0
2020-03-31,Bernalillo,New Mexico,35001,129,12,4,1
2020-03-31,Chaves,New Mexico,35005,10,0,0,0
2020-03-31,Cibola,New Mexico,35006,2,0,0,0
2020-03-31,Curry,New Mexico,35009,3,0,0,0
